Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],? [deg],?? [deg]
42,1,42,796.245,362.512,0,19.5,107.502,88.098,NA,2.493,NA,0,20.556
43,1,43,802.299,360.376,0,22.7,113.922,94.054,NA,6.42,NA,-19.44,-19.44
44,1,44,805.148,360.02,0,20.9,116.793,96.892,NA,2.871,NA,-7.125,12.315
45,1,45,811.201,356.459,0,25.8,123.816,102.919,NA,7.023,NA,-30.466,-23.341
46,1,46,816.187,356.459,0,31.7,128.801,107.904,NA,4.985,NA,0,30.466
47,1,47,820.104,356.459,0,37.1,132.719,111.821,NA,3.917,NA,0,0
48,1,48,824.377,358.595,0,20.9,137.496,116.094,NA,4.778,NA,26.565,26.565
49,2,1,752.444,357.527,0,21.6,0,0,NA,NA,NA,NA,NA
50,2,2,752.444,357.527,0,21.6,0,0,NA,0,NA,0,NA
51,2,3,753.157,357.883,0,22.7,0.796,0.796,NA,0.796,NA,26.565,26.565
52,2,4,753.869,358.239,0,19.6,1.593,1.593,NA,0.796,NA,26.565,0
53,2,5,754.225,358.239,0,24.1,1.949,1.918,NA,0.356,NA,0,-26.565
54,2,6,754.581,358.239,0,24.1,2.305,2.252,NA,0.356,NA,0,0
55,2,7,754.581,358.239,0,23,2.305,2.252,NA,0,NA,0,0
56,2,8,755.649,358.239,0,18.4,3.373,3.283,NA,1.068,NA,0,0
57,2,9,756.362,358.239,0,18.4,4.085,3.981,NA,0.712,NA,0,0
58,2,10,756.718,357.883,0,19.4,4.589,4.288,NA,0.504,NA,-45,-45
59,2,11,757.43,357.883,0,21.7,5.301,4.998,NA,0.712,NA,0,45
60,2,12,759.21,356.459,0,16.8,7.581,6.85,NA,2.28,NA,-38.66,-38.66
61,2,13,763.484,351.473,0,26.7,14.147,12.59,NA,6.566,NA,-49.399,-10.739
62,2,14,768.113,351.473,0,24.4,18.777,16.797,NA,4.629,NA,0,49.399
63,2,15,770.25,351.473,0,29.9,20.913,18.806,NA,2.137,NA,0,0
64,2,16,773.098,352.897,0,28.7,24.098,21.166,NA,3.185,NA,26.565,26.565
65,2,17,773.811,355.39,0,27.6,26.691,21.473,NA,2.592,NA,74.055,47.49
66,2,18,777.015,360.376,0,14.9,32.618,24.736,NA,5.927,NA,57.265,-16.79
67,2,19,779.508,363.581,0,17,36.678,27.733,NA,4.06,NA,52.125,-5.14
68,2,20,784.138,367.142,0,24.2,42.518,33.119,NA,5.841,NA,37.569,-14.556
69,2,21,786.986,367.142,0,24,45.367,35.855,NA,2.849,NA,0,-37.569
70,2,22,790.191,366.429,0,22.1,48.65,38.782,NA,3.283,NA,-12.529,-12.529
71,2,23,794.464,366.073,0,25.6,52.938,42.88,NA,4.288,NA,-4.764,7.765
72,2,24,797.669,364.293,0,30.8,56.605,45.728,NA,3.666,NA,-29.055,-24.291
73,2,25,797.669,361.8,0,24.3,59.097,45.426,NA,2.493,NA,-90,-60.945
74,2,26,798.738,357.171,0,20.7,63.848,46.295,NA,4.751,NA,-77.005,12.995
75,2,27,799.806,353.966,0,23.1,67.227,47.495,NA,3.378,NA,-71.565,5.44
76,2,28,800.518,350.761,0,22.1,70.51,48.548,NA,3.283,NA,-77.471,-5.906
77,2,29,805.504,351.829,0,32.2,75.608,53.364,NA,5.099,NA,12.095,89.566
78,2,30,807.996,351.829,0,25.2,78.101,55.843,NA,2.493,NA,0,-12.095
79,2,31,810.845,349.336,0,29.9,81.886,58.972,NA,3.785,NA,-41.186,-41.186
80,2,32,814.406,349.336,0,16.8,85.447,62.501,NA,3.561,NA,0,41.186
81,2,33,819.036,350.049,0,27.9,90.131,67.01,NA,4.684,NA,8.746,8.746
82,2,34,822.597,351.829,0,12.5,94.113,70.383,NA,3.981,NA,26.565,17.819
83,2,35,827.938,356.459,0,31.2,101.181,75.501,NA,7.068,NA,40.914,14.349
84,2,36,831.143,358.595,0,14.1,105.033,78.706,NA,3.852,NA,33.69,-7.224
85,2,37,835.772,358.595,0,24,109.662,83.335,NA,4.629,NA,0,-33.69
86,2,38,838.621,358.595,0,17.1,112.511,86.183,NA,2.849,NA,0,0
87,2,39,843.251,359.307,0,16.2,117.195,90.824,NA,4.684,NA,8.746,8.746
88,2,40,849.304,358.951,0,16,123.259,96.87,NA,6.064,NA,-3.366,-12.113
89,2,41,854.29,358.951,0,15.1,128.244,101.855,NA,4.985,NA,0,3.366
90,2,42,857.139,358.951,0,18.5,131.093,104.704,NA,2.849,NA,0,0
91,2,43,858.563,360.376,0,17.3,133.108,106.157,NA,2.014,NA,45,45
92,2,44,858.919,360.02,0,17.1,133.611,106.504,NA,0.504,NA,-45,-90
93,2,45,859.987,359.663,0,18.2,134.737,107.564,NA,1.126,NA,-18.435,26.565
94,2,46,861.056,359.307,0,20.7,135.864,108.626,NA,1.126,NA,-18.435,0
95,2,47,862.48,358.951,0,20.5,137.332,110.045,NA,1.468,NA,-14.036,4.399
96,2,48,865.329,358.951,0,15.9,140.181,112.893,NA,2.849,NA,0,14.036
97,3,1,733.215,283.458,0,151.5,0,0,NA,NA,NA,NA,NA
98,3,2,734.283,283.814,0,186.5,1.126,1.126,NA,1.126,NA,18.435,NA
99,3,3,735.351,283.814,0,182,2.194,2.166,NA,1.068,NA,0,-18.435
100,3,4,735.351,284.17,0,89.4,2.551,2.252,NA,0.356,NA,90,90
101,3,5,735.351,284.526,0,96,2.907,2.389,NA,0.356,NA,90,0
102,3,6,736.776,284.526,0,134.6,4.331,3.718,NA,1.424,NA,0,-90
103,3,7,737.844,284.526,0,158.6,5.399,4.751,NA,1.068,NA,0,0
104,3,8,737.844,284.882,0,122.6,5.755,4.844,NA,0.356,NA,90,90
105,3,9,738.913,284.882,0,114.5,6.824,5.873,NA,1.068,NA,0,-90
106,3,10,740.337,284.526,0,78.6,8.292,7.202,NA,1.468,NA,-14.036,-14.036
107,3,11,742.83,283.101,0,178.7,11.163,9.621,NA,2.871,NA,-29.745,-15.709
108,3,12,743.542,282.033,0,189.3,12.447,10.425,NA,1.284,NA,-56.31,-26.565
109,3,13,744.966,283.458,0,101.4,14.461,11.751,NA,2.014,NA,45,101.31
110,3,14,745.322,284.526,0,44.7,15.587,12.155,NA,1.126,NA,71.565,26.565
111,3,15,746.035,285.95,0,58.7,17.18,13.06,NA,1.593,NA,63.435,-8.13
112,3,16,747.459,288.799,0,77.3,20.365,15.213,NA,3.185,NA,63.435,0
113,3,17,748.527,290.223,0,157.9,22.146,16.741,NA,1.781,NA,53.13,-10.305
114,3,18,750.664,294.853,0,68.3,27.244,20.84,NA,5.099,NA,65.225,12.095
115,3,19,753.157,296.277,0,155.3,30.115,23.707,NA,2.871,NA,29.745,-35.48
116,3,20,756.718,297.702,0,166.8,33.95,27.482,NA,3.835,NA,21.801,-7.943
117,3,21,761.703,298.414,0,69.3,38.987,32.176,NA,5.036,NA,8.13,-13.671
118,3,22,763.84,296.277,0,131.7,42.008,33.2,NA,3.022,NA,-45,-53.13
119,3,23,766.688,293.072,0,109.1,46.296,34.827,NA,4.288,NA,-48.366,-3.366
120,3,24,770.962,288.799,0,98.2,52.339,38.123,NA,6.043,NA,-45,3.366
121,3,25,773.811,283.814,0,152.8,58.081,40.597,NA,5.742,NA,-60.255,-15.255
122,3,26,775.235,280.609,0,63.6,61.589,42.117,NA,3.507,NA,-66.038,-5.782
123,3,27,778.44,277.048,0,13.9,66.38,45.677,NA,4.791,NA,-48.013,18.025
124,3,28,780.22,272.062,0,178.5,71.673,48.367,NA,5.294,NA,-70.346,-22.333
125,3,29,783.425,272.062,0,67.9,74.878,51.487,NA,3.205,NA,0,70.346
126,3,30,786.986,272.062,0,88.3,78.439,54.966,NA,3.561,NA,0,0
127,3,31,790.191,272.062,0,123.1,81.644,58.105,NA,3.205,NA,0,0
128,3,32,791.616,273.131,0,88.2,83.425,59.307,NA,1.781,NA,36.87,36.87
129,3,33,792.328,274.199,0,172.1,84.709,59.834,NA,1.284,NA,56.31,19.44
130,3,34,794.464,276.692,0,169.5,87.992,61.622,NA,3.283,NA,49.399,-6.911
131,3,35,796.601,278.828,0,146.1,91.013,63.555,NA,3.022,NA,45,-4.399
132,3,36,800.874,279.54,0,155.9,95.346,67.773,NA,4.332,NA,9.462,-35.538
133,3,37,803.011,280.253,0,99.9,97.598,69.87,NA,2.252,NA,18.435,8.973
134,3,38,809.421,280.253,0,68.3,104.008,76.273,NA,6.41,NA,0,-18.435
135,3,39,816.543,279.54,0,175.5,111.165,83.42,NA,7.158,NA,-5.711,-5.711
136,3,40,821.884,278.828,0,142.9,116.554,88.79,NA,5.389,NA,-7.595,-1.884
137,3,41,824.021,279.184,0,36.7,118.72,90.907,NA,2.166,NA,9.462,17.057
138,3,42,830.075,276.335,0,181,125.411,97.121,NA,6.691,NA,-25.201,-34.663
139,3,43,833.636,274.555,0,170.9,129.392,100.815,NA,3.981,NA,-26.565,-1.364
140,3,44,838.265,274.199,0,139.2,134.035,105.457,NA,4.643,NA,-4.399,22.166
141,3,45,840.046,272.774,0,16.1,136.315,107.364,NA,2.28,NA,-38.66,-34.261
142,3,46,842.894,271.35,0,21.8,139.5,110.346,NA,3.185,NA,-26.565,12.095
143,3,47,847.524,269.926,0,21.4,144.344,115.107,NA,4.844,NA,-17.103,9.462
144,3,48,849.66,269.926,0,49.4,146.48,117.229,NA,2.137,NA,0,17.103
