Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],? [deg],?? [deg]
27,1,27,597.684,340.263,0,27.6,93.989,86.486,NA,5.85,NA,180,-9.09
28,1,28,591.6,342.604,0,11.6,100.508,92.374,NA,6.519,NA,158.962,-21.038
29,1,29,585.281,348.22,0,14.7,108.962,98.522,NA,8.454,NA,138.366,-20.596
30,1,30,578.846,351.379,0,20.9,116.131,105.005,NA,7.169,NA,153.853,15.487
31,1,31,576.739,352.081,0,20.5,118.351,107.133,NA,2.22,NA,161.565,7.712
32,1,32,576.037,352.081,0,19.9,119.053,107.835,NA,0.702,NA,180,18.435
33,1,33,572.527,353.134,0,15.9,122.718,111.384,NA,3.665,NA,163.301,-16.699
34,1,34,570.421,352.783,0,17,124.853,113.474,NA,2.135,NA,-170.538,26.162
35,1,35,567.613,351.73,0,19.5,127.852,116.243,NA,2.999,NA,-159.444,11.094
36,2,1,729.788,349.975,0,20.3,0,0,NA,NA,NA,NA,NA
37,2,2,729.788,349.975,0,21.3,0,0,NA,0,NA,0,NA
38,2,3,729.437,350.326,0,25.3,0.496,0.496,NA,0.496,NA,135,135
39,2,4,728.384,350.326,0,20.3,1.55,1.447,NA,1.053,NA,180,45
40,2,5,728.033,349.975,0,19.1,2.046,1.755,NA,0.496,NA,-135,45
41,2,6,725.224,348.922,0,22.6,5.045,4.683,NA,2.999,NA,-159.444,-24.444
42,2,7,722.065,348.922,0,19.5,8.204,7.794,NA,3.159,NA,180,-20.556
43,2,8,721.012,348.571,0,23.8,9.314,8.887,NA,1.11,NA,-161.565,18.435
44,2,9,719.959,348.571,0,24.2,10.368,9.929,NA,1.053,NA,180,-18.435
45,2,10,718.906,351.379,0,21.7,13.367,10.972,NA,2.999,NA,110.556,-69.444
46,2,11,718.555,351.379,0,31.2,13.718,11.32,NA,0.351,NA,180,69.444
47,2,12,718.204,351.73,0,26.3,14.214,11.716,NA,0.496,NA,135,-45
48,2,13,716.449,352.783,0,26.5,16.261,13.631,NA,2.047,NA,149.036,14.036
49,2,14,712.236,350.677,0,31,20.971,17.565,NA,4.71,NA,-153.435,57.529
50,2,15,707.322,353.485,0,23,26.631,22.738,NA,5.66,NA,150.255,-56.31
51,2,16,701.354,353.134,0,23,32.608,28.608,NA,5.978,NA,-176.634,33.111
52,2,17,696.44,353.134,0,23,37.523,33.497,NA,4.914,NA,180,-3.366
53,2,18,690.122,350.677,0,18.2,44.302,39.672,NA,6.779,NA,-158.749,21.251
54,2,19,684.856,347.869,0,19.4,50.27,44.981,NA,5.967,NA,-151.928,6.822
55,2,20,677.836,347.167,0,23.1,57.325,52.028,NA,7.056,NA,-174.289,-22.362
56,2,21,671.868,347.167,0,23.3,63.293,57.988,NA,5.967,NA,180,-5.711
57,2,22,664.145,345.763,0,20.4,71.142,65.777,NA,7.849,NA,-169.695,10.305
58,2,23,656.774,345.061,0,20.4,78.547,73.179,NA,7.405,NA,-174.56,-4.865
59,2,24,651.859,345.061,0,23.3,83.461,78.083,NA,4.914,NA,180,-5.44
60,2,25,645.892,345.763,0,24.4,89.47,84.001,NA,6.009,NA,173.29,-6.71
61,2,26,638.871,346.816,0,21.9,96.569,90.971,NA,7.099,NA,171.469,-1.821
62,2,27,637.116,348.22,0,10.5,98.817,92.688,NA,2.248,NA,141.34,-30.129
63,2,28,633.957,349.273,0,6.4,102.147,95.833,NA,3.33,NA,161.565,20.225
64,2,29,632.553,351.73,0,16.3,104.977,97.251,NA,2.83,NA,119.745,-41.82
65,2,30,630.096,354.89,0,13.7,108.979,99.813,NA,4.002,NA,127.875,8.13
66,2,31,627.288,354.188,0,17.4,111.874,102.587,NA,2.895,NA,-165.964,66.161
67,2,32,626.234,354.188,0,27.9,112.927,103.639,NA,1.053,NA,180,-14.036
68,2,33,623.777,353.485,0,16,115.483,106.069,NA,2.556,NA,-164.055,15.945
69,2,34,621.671,353.485,0,23,117.589,108.174,NA,2.106,NA,180,-15.945
70,2,35,618.512,353.485,0,13.7,120.748,111.331,NA,3.159,NA,180,0
71,3,1,709.077,280.121,0,31.1,0,0,NA,NA,NA,NA,NA
72,3,2,708.726,280.121,0,18.3,0.351,0.351,NA,0.351,NA,180,NA
73,3,3,708.375,279.067,0,129.6,1.461,1.266,NA,1.11,NA,-108.435,71.565
74,3,4,707.322,278.365,0,161,2.727,2.482,NA,1.266,NA,-146.31,-37.875
75,3,5,706.62,278.365,0,137.1,3.429,3.02,NA,0.702,NA,180,-33.69
76,3,6,704.514,279.067,0,61,5.649,4.683,NA,2.22,NA,161.565,-18.435
77,3,7,703.11,281.174,0,78.7,8.18,6.06,NA,2.531,NA,123.69,-37.875
78,3,8,702.408,282.929,0,37.8,10.071,7.237,NA,1.89,NA,111.801,-11.889
79,3,9,700.301,284.684,0,91,12.812,9.891,NA,2.742,NA,140.194,28.393
80,3,10,697.493,285.737,0,92.7,15.811,12.874,NA,2.999,NA,159.444,19.25
81,3,11,693.632,287.492,0,70.4,20.053,17.114,NA,4.241,NA,155.556,-3.888
82,3,12,689.068,285.035,0,162.4,25.236,20.603,NA,5.183,NA,-151.699,52.745
83,3,13,680.644,282.929,0,162.5,33.92,28.572,NA,8.684,NA,-165.964,-14.265
84,3,14,674.325,279.419,0,184.6,41.148,34.759,NA,7.228,NA,-150.945,15.018
85,3,15,669.411,274.855,0,179.9,47.854,40.014,NA,6.706,NA,-137.121,13.824
86,3,16,662.39,269.59,0,185.8,56.63,47.86,NA,8.776,NA,-143.13,-6.009
87,3,17,658.763,264.675,0,136.9,62.738,52.631,NA,6.108,NA,-126.431,16.699
88,3,18,655.487,259.059,0,127.2,69.24,57.581,NA,6.502,NA,-120.256,6.174
89,3,19,651.274,251.102,0,156.4,78.243,64.678,NA,9.003,NA,-117.897,2.359
90,3,20,646.126,246.422,0,112.6,85.201,71.403,NA,6.958,NA,-137.726,-19.829
91,3,21,643.318,243.614,0,85.6,89.172,75.213,NA,3.971,NA,-135,2.726
92,3,22,640.978,241.741,0,155.2,92.169,78.17,NA,2.997,NA,-141.34,-6.34
93,3,23,636.765,241.273,0,130.2,96.407,82.086,NA,4.238,NA,-173.66,-32.32
94,3,24,632.085,242.21,0,43.6,101.181,85.82,NA,4.773,NA,168.69,-17.65
95,3,25,630.681,246.422,0,71.6,105.621,85.332,NA,4.44,NA,108.435,-60.255
96,3,26,625.064,250.634,0,11.4,112.641,89.037,NA,7.021,NA,143.13,34.695
97,3,27,621.32,255.315,0,38.3,118.635,91.196,NA,5.994,NA,128.66,-14.47
98,3,28,618.512,259.059,0,95.3,123.315,92.982,NA,4.68,NA,126.87,-1.79
99,3,29,614.768,263.739,0,86.8,129.309,95.722,NA,5.994,NA,128.66,1.79
100,3,30,610.555,268.42,0,145.1,135.606,99.214,NA,6.297,NA,131.987,3.327
101,3,31,606.343,268.42,0,166.1,139.818,103.398,NA,4.212,NA,180,48.013
102,3,32,602.599,269.356,0,187.2,143.678,107.021,NA,3.86,NA,165.964,-14.036
103,3,33,599.79,269.356,0,135.6,146.486,109.816,NA,2.808,NA,180,14.036
104,3,34,597.45,268.42,0,157.8,149.007,112.239,NA,2.52,NA,-158.199,21.801
