Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],α [deg],Δα [deg]
37,1,37,376.28,267.442,0,186.1,169.601,155.536,NA,2.063,NA,-101.31,27.35
38,1,38,375.875,267.037,0,184.7,170.173,155.949,NA,0.572,NA,-135,-33.69
39,1,39,375.875,267.037,0,177.7,170.173,155.949,NA,0,NA,0,135
40,1,40,375.875,267.037,0,169.7,170.173,155.949,NA,0,NA,0,0
41,1,41,375.875,267.037,0,152.7,170.173,155.949,NA,0,NA,0,0
42,2,1,572.916,274.725,0,113.1,0,0,NA,NA,NA,NA,NA
43,2,2,571.298,274.32,0,82.5,1.668,1.668,NA,1.668,NA,-165.964,NA
44,2,3,570.893,274.32,0,108.1,2.073,2.063,NA,0.405,NA,180,-14.036
45,2,4,570.084,274.32,0,70.7,2.882,2.861,NA,0.809,NA,180,0
46,2,5,567.656,273.915,0,112,5.343,5.322,NA,2.461,NA,-170.538,9.462
47,2,6,564.419,273.511,0,138.7,8.605,8.583,NA,3.262,NA,-172.875,-2.337
48,2,7,559.969,271.892,0,105,13.341,13.253,NA,4.736,NA,-160.017,12.858
49,2,8,555.114,270.274,0,116.5,18.459,18.35,NA,5.118,NA,-161.565,-1.548
50,2,9,557.541,272.297,0,98.6,21.619,15.565,NA,3.16,NA,39.806,-158.629
51,2,10,556.327,271.083,0,159.4,23.335,16.984,NA,1.717,NA,-135,-174.806
52,2,11,553.091,271.083,0,116,26.572,20.157,NA,3.237,NA,180,-45
53,2,12,550.663,273.511,0,127.6,30.005,22.286,NA,3.433,NA,135,-45
54,2,13,548.64,275.938,0,121.9,33.165,24.306,NA,3.16,NA,129.806,-5.194
55,2,14,547.831,275.938,0,159.3,33.975,25.115,NA,0.809,NA,180,50.194
56,2,15,544.189,276.343,0,178.2,37.638,28.772,NA,3.664,NA,173.66,-6.34
57,2,16,540.143,276.748,0,173.4,41.705,32.835,NA,4.066,NA,174.289,0.63
58,2,17,537.311,276.343,0,191.9,44.566,35.642,NA,2.861,NA,-171.87,13.841
59,2,18,528.815,276.343,0,178,53.062,44.131,NA,8.497,NA,180,-8.13
60,2,19,520.318,274.725,0,113.8,61.712,52.598,NA,8.649,NA,-169.216,10.784
61,2,20,511.417,271.892,0,137.2,71.053,61.565,NA,9.341,NA,-162.35,6.866
62,2,21,505.752,270.679,0,169.8,76.846,67.286,NA,5.793,NA,-167.905,-5.555
63,2,22,493.614,269.06,0,95.8,89.091,79.504,NA,12.245,NA,-172.405,-4.5
64,2,23,484.308,269.465,0,102.5,98.406,88.764,NA,9.315,NA,177.51,-10.084
65,2,24,476.216,269.869,0,115.1,106.508,96.822,NA,8.102,NA,177.138,-0.373
66,2,25,467.72,271.083,0,124.4,115.091,105.259,NA,8.583,NA,171.87,-5.268
67,2,26,461.651,272.702,0,187.1,121.372,111.284,NA,6.281,NA,165.069,-6.801
68,2,27,451.94,275.129,0,187.1,131.381,120.977,NA,10.009,NA,165.964,0.895
69,2,28,444.657,276.343,0,140,138.764,128.269,NA,7.383,NA,170.538,4.574
70,2,29,443.848,275.534,0,166,139.909,129.071,NA,1.144,NA,-135,54.462
71,2,30,439.802,276.343,0,164.3,144.035,133.124,NA,4.126,NA,168.69,-56.31
72,2,31,434.138,276.343,0,175.7,149.699,138.788,NA,5.664,NA,180,11.31
73,2,32,428.473,276.748,0,183.6,155.378,144.457,NA,5.679,NA,175.914,-4.086
74,2,33,422.404,275.129,0,185.4,161.659,150.512,NA,6.281,NA,-165.069,19.017
75,2,34,417.144,275.129,0,196.7,166.919,155.772,NA,5.26,NA,180,-14.931
76,2,35,411.48,273.511,0,172.5,172.81,161.441,NA,5.891,NA,-164.055,15.945
77,2,36,409.457,272.297,0,181.3,175.169,163.477,NA,2.359,NA,-149.036,15.018
78,2,37,409.052,270.679,0,194.6,176.838,163.914,NA,1.668,NA,-104.036,45
79,2,38,407.434,270.679,0,169,178.456,165.532,NA,1.618,NA,180,-75.964
80,2,39,407.434,269.06,0,166.4,180.074,165.579,NA,1.618,NA,-90,90
81,3,1,557.137,229.814,0,100.8,0,0,NA,NA,NA,NA,NA
82,3,2,555.923,229.814,0,152.3,1.214,1.214,NA,1.214,NA,180,NA
83,3,3,553.9,229.814,0,88.1,3.237,3.237,NA,2.023,NA,180,0
84,3,4,551.472,228.6,0,48.2,5.951,5.793,NA,2.714,NA,-153.435,26.565
85,3,5,549.652,227.791,0,14.9,7.943,7.754,NA,1.992,NA,-156.038,-2.603
86,3,6,546.617,225.161,0,131.2,11.959,11.503,NA,4.016,NA,-139.086,16.952
87,3,7,544.392,223.138,0,110.3,14.966,14.388,NA,3.007,NA,-137.726,1.359
88,3,8,542.166,222.126,0,130,17.411,16.829,NA,2.444,NA,-155.556,-17.83
89,3,9,540.346,222.531,0,109,19.276,18.302,NA,1.865,NA,167.471,-36.973
90,3,10,538.525,223.34,0,55.6,21.268,19.705,NA,1.992,NA,156.038,-11.434
91,3,11,535.895,224.554,0,50.5,24.165,21.883,NA,2.897,NA,155.225,-0.813
92,3,12,533.467,226.375,0,57.5,27.199,23.918,NA,3.035,NA,143.13,-12.095
93,3,13,530.635,228.195,0,73.1,30.566,26.551,NA,3.367,NA,147.265,4.135
94,3,14,526.792,229.612,0,145.3,34.663,30.346,NA,4.096,NA,159.775,12.51
95,3,15,521.532,230.825,0,144.6,40.061,35.619,NA,5.398,NA,167.005,7.23
96,3,16,515.463,230.016,0,171.5,46.183,41.674,NA,6.123,NA,-172.405,20.589
97,3,17,507.775,229.005,0,108.8,53.937,49.368,NA,7.754,NA,-172.504,-0.099
98,3,18,500.897,225.768,0,131.1,61.539,56.385,NA,7.602,NA,-154.799,17.705
99,3,19,494.828,224.554,0,9.2,67.728,62.53,NA,6.189,NA,-168.69,-13.891
100,3,20,488.354,222.329,0,32.4,74.574,69.188,NA,6.845,NA,-161.03,7.66
101,3,21,483.095,219.699,0,57.6,80.454,74.73,NA,5.881,NA,-153.435,7.595
102,3,22,477.632,216.867,0,76.3,86.607,80.552,NA,6.153,NA,-152.592,0.843
103,3,23,472.777,214.237,0,128.6,92.129,85.786,NA,5.522,NA,-151.557,1.035
104,3,24,465.899,213.023,0,184.9,99.113,92.77,NA,6.985,NA,-169.992,-18.435
105,3,25,460.841,212.416,0,105.2,104.207,97.854,NA,5.094,NA,-173.157,-3.165
106,3,26,455.379,213.225,0,49.6,109.729,103.101,NA,5.522,NA,171.573,-15.27
107,3,27,449.917,214.237,0,85.5,115.284,108.345,NA,5.555,NA,169.509,-2.065
108,3,28,442.027,215.45,0,92.6,123.266,116.002,NA,7.983,NA,171.254,1.745
109,3,29,435.756,217.676,0,79.7,129.921,121.986,NA,6.654,NA,160.463,-10.79
110,3,30,429.282,219.699,0,10.5,136.703,128.254,NA,6.782,NA,162.646,2.183
111,3,31,422.809,220.306,0,109.2,143.205,134.664,NA,6.502,NA,174.644,11.998
112,3,32,415.931,221.722,0,28.7,150.228,141.438,NA,7.022,NA,168.366,-6.278
113,3,33,411.682,220.71,0,96.1,154.595,145.739,NA,4.367,NA,-166.608,25.026
114,3,34,406.22,220.306,0,67,160.072,151.216,NA,5.477,NA,-175.764,-9.156
115,3,35,403.995,219.901,0,42.4,162.334,153.462,NA,2.262,NA,-169.695,6.068
116,3,36,400.96,218.08,0,29.7,165.872,156.616,NA,3.539,NA,-149.036,20.659
117,3,37,400.353,216.057,0,23,167.984,157.386,NA,2.112,NA,-106.699,42.337
118,3,38,399.342,212.416,0,50.7,171.764,158.751,NA,3.779,NA,-105.524,1.175
119,3,39,398.533,210.191,0,70.4,174.132,159.813,NA,2.368,NA,-109.983,-4.459
120,3,40,396.914,209.786,0,3.7,175.8,161.469,NA,1.668,NA,-165.964,-55.981
