Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],? [deg],?? [deg]
42,1,42,917.823,351.374,0,16.9,261.432,239.442,NA,7.45,NA,-29.745,3.366
43,1,43,922.906,349.526,0,24.2,266.839,244.474,NA,5.408,NA,-19.983,9.762
44,1,44,928.45,349.064,0,25.6,272.403,250.008,NA,5.564,NA,-4.764,15.219
45,1,45,935.843,348.14,0,17.3,279.853,257.383,NA,7.45,NA,-7.125,-2.361
46,1,46,936.305,349.064,0,25.1,280.886,257.861,NA,1.033,NA,63.435,70.56
47,1,47,937.229,351.836,0,23.1,283.808,258.853,NA,2.922,NA,71.565,8.13
48,1,48,937.229,352.76,0,20.3,284.732,258.882,NA,0.924,NA,90,18.435
49,2,1,727.005,347.678,0,17,0,0,NA,NA,NA,NA,NA
50,2,2,727.467,348.14,0,16,0.653,0.653,NA,0.653,NA,45,NA
51,2,3,728.853,349.064,0,14.7,2.319,2.31,NA,1.666,NA,33.69,-11.31
52,2,4,730.701,349.526,0,15.8,4.224,4.133,NA,1.905,NA,14.036,-19.654
53,2,5,732.087,349.988,0,17.2,5.685,5.583,NA,1.461,NA,18.435,4.399
54,2,6,732.549,349.988,0,23.8,6.147,6.006,NA,0.462,NA,0,-18.435
55,2,7,733.011,349.988,0,19.2,6.609,6.435,NA,0.462,NA,0,0
56,2,8,733.935,349.988,0,18,7.533,7.305,NA,0.924,NA,0,0
57,2,9,736.245,349.988,0,18.4,9.844,9.525,NA,2.31,NA,0,0
58,2,10,739.48,349.988,0,17,13.078,12.687,NA,3.234,NA,0,0
59,2,11,743.638,346.754,0,19.2,18.346,16.659,NA,5.268,NA,-37.875,-37.875
60,2,12,747.334,345.368,0,17.4,22.293,20.46,NA,3.948,NA,-20.556,17.319
61,2,13,751.492,343.058,0,16.1,27.05,24.92,NA,4.757,NA,-29.055,-8.499
62,2,14,754.727,343.058,0,20.8,30.284,28.104,NA,3.234,NA,0,29.055
63,2,15,758.423,345.368,0,26.7,34.643,31.503,NA,4.359,NA,32.005,32.005
64,2,16,763.967,349.064,0,19.5,41.307,36.988,NA,6.663,NA,33.69,1.685
65,2,17,769.05,349.064,0,22.8,46.389,42.068,NA,5.082,NA,0,-33.69
66,2,18,777.366,350.912,0,28.7,54.909,50.465,NA,8.519,NA,12.529,12.529
67,2,19,786.145,349.988,0,34.7,63.736,59.185,NA,8.827,NA,-6.009,-18.538
68,2,20,789.841,348.602,0,28.7,67.683,62.843,NA,3.948,NA,-20.556,-14.547
69,2,21,801.392,347.216,0,33.3,79.317,74.388,NA,11.634,NA,-6.843,13.713
70,2,22,805.55,347.216,0,27.5,83.475,78.547,NA,4.158,NA,0,6.843
71,2,23,810.17,350.45,0,27.5,89.115,83.212,NA,5.64,NA,34.992,34.992
72,2,24,815.253,351.374,0,23.9,94.281,88.325,NA,5.166,NA,10.305,-24.687
73,2,25,818.949,351.374,0,20.6,97.977,92.018,NA,3.696,NA,0,-10.305
74,2,26,824.955,349.988,0,11.6,104.141,97.978,NA,6.164,NA,-12.995,-12.995
75,2,27,836.044,349.526,0,32.4,115.239,109.055,NA,11.098,NA,-2.386,10.609
76,2,28,842.05,349.526,0,24.4,121.246,115.06,NA,6.006,NA,0,2.386
77,2,29,856.373,347.216,0,27.4,135.754,129.369,NA,14.508,NA,-9.162,-9.162
78,2,30,867.924,342.133,0,34.9,148.373,141.028,NA,12.619,NA,-23.749,-14.587
79,2,31,882.247,342.133,0,48.6,162.696,155.341,NA,14.323,NA,0,23.749
80,2,32,894.722,342.133,0,7,175.171,167.809,NA,12.475,NA,0,0
81,2,33,911.817,344.906,0,34.5,192.489,184.833,NA,17.318,NA,9.211,9.211
82,2,34,919.209,348.602,0,11.8,200.755,192.207,NA,8.265,NA,26.565,17.354
83,2,35,924.754,349.064,0,16.3,206.318,197.754,NA,5.564,NA,4.764,-21.801
84,2,36,928.45,349.526,0,17.6,210.043,201.454,NA,3.725,NA,7.125,2.361
85,2,37,943.697,352.76,0,24.3,225.629,216.752,NA,15.586,NA,11.976,4.851
86,2,38,947.855,352.76,0,15.8,229.788,220.909,NA,4.158,NA,0,-11.976
87,2,39,951.552,349.988,0,30,234.408,224.559,NA,4.62,NA,-36.87,-36.87
88,2,40,955.248,350.45,0,14.9,238.133,228.26,NA,3.725,NA,7.125,43.995
89,2,41,958.944,349.064,0,22.2,242.081,231.943,NA,3.948,NA,-20.556,-27.681
90,2,42,961.716,347.678,0,21,245.18,234.711,NA,3.099,NA,-26.565,-6.009
91,2,43,964.488,347.678,0,7.3,247.952,237.484,NA,2.772,NA,0,26.565
92,2,44,971.419,344.444,0,15.1,255.6,244.435,NA,7.648,NA,-25.017,-25.017
93,2,45,974.653,346.292,0,14.8,259.325,247.652,NA,3.725,NA,29.745,54.762
94,2,46,977.425,347.678,0,15.2,262.424,250.42,NA,3.099,NA,26.565,-3.18
95,2,47,980.197,347.678,0,17.5,265.197,253.193,NA,2.772,NA,0,-26.565
96,2,48,982.97,349.064,0,22,268.296,255.969,NA,3.099,NA,26.565,26.565
97,3,1,704.827,277.449,0,184.2,0,0,NA,NA,NA,NA,NA
98,3,2,705.289,277.449,0,203.2,0.462,0.462,NA,0.462,NA,0,NA
99,3,3,706.675,277.449,0,204.2,1.848,1.848,NA,1.386,NA,0,0
100,3,4,707.6,277.911,0,176.2,2.881,2.81,NA,1.033,NA,26.565,26.565
101,3,5,708.524,278.835,0,197.4,4.188,3.948,NA,1.307,NA,45,18.435
102,3,6,709.448,278.835,0,199.5,5.112,4.824,NA,0.924,NA,0,-45
103,3,7,710.834,279.297,0,109.1,6.573,6.284,NA,1.461,NA,18.435,18.435
104,3,8,713.606,279.297,0,89.1,9.345,8.971,NA,2.772,NA,0,-18.435
105,3,9,716.378,276.987,0,203.2,12.954,11.56,NA,3.609,NA,-39.806,-39.806
106,3,10,717.764,278.373,0,104.4,14.914,12.97,NA,1.96,NA,45,84.806
107,3,11,719.15,278.373,0,133.6,16.3,14.353,NA,1.386,NA,0,-45
108,3,12,721.46,279.759,0,162.5,18.994,16.793,NA,2.694,NA,30.964,30.964
109,3,13,723.771,280.221,0,136.9,21.35,19.145,NA,2.356,NA,11.31,-19.654
110,3,14,727.005,284.38,0,196.4,26.618,23.235,NA,5.268,NA,52.125,40.815
111,3,15,730.701,287.614,0,123.6,31.53,27.799,NA,4.911,NA,41.186,-10.939
112,3,16,733.935,290.386,0,158.8,35.789,31.853,NA,4.26,NA,40.601,-0.585
113,3,17,738.094,292.696,0,177.6,40.546,36.594,NA,4.757,NA,29.055,-11.547
114,3,18,743.638,295.006,0,172.1,46.553,42.597,NA,6.006,NA,22.62,-6.435
115,3,19,751.492,295.006,0,81,54.407,49.859,NA,7.855,NA,0,-22.62
116,3,20,758.885,295.006,0,17.2,61.8,56.837,NA,7.392,NA,0,0
117,3,21,775.056,292.234,0,120.5,78.207,71.768,NA,16.407,NA,-9.728,-9.728
118,3,22,785.221,289.462,0,160.4,88.743,81.286,NA,10.536,NA,-15.255,-5.528
119,3,23,796.771,285.766,0,148.6,100.87,92.319,NA,12.128,NA,-17.745,-2.49
120,3,24,805.088,283.918,0,113.8,109.39,100.469,NA,8.519,NA,-12.529,5.216
121,3,25,814.791,279.759,0,136.8,119.946,109.987,NA,10.556,NA,-23.199,-10.67
122,3,26,820.797,275.139,0,48.3,127.524,115.993,NA,7.578,NA,-37.569,-14.37
123,3,27,829.113,271.905,0,62.3,136.447,124.41,NA,8.923,NA,-21.251,16.318
124,3,28,837.892,268.209,0,66.2,145.972,133.385,NA,9.525,NA,-22.834,-1.583
125,3,29,845.285,264.512,0,54.7,154.237,141.052,NA,8.265,NA,-26.565,-3.731
126,3,30,852.215,269.133,0,33.7,162.566,147.622,NA,8.329,NA,33.69,60.255
127,3,31,860.532,272.367,0,30.8,171.49,155.787,NA,8.923,NA,21.251,-12.44
128,3,32,865.614,277.449,0,10.1,178.677,160.787,NA,7.188,NA,45,23.749
129,3,33,872.544,280.221,0,24.5,186.142,167.74,NA,7.464,NA,21.801,-23.199
130,3,34,878.551,282.532,0,21.9,192.577,173.798,NA,6.435,NA,21.038,-0.764
131,3,35,887.329,285.766,0,17,201.932,182.691,NA,9.355,NA,20.225,-0.813
132,3,36,895.184,287.614,0,18,210.001,190.628,NA,8.069,NA,13.241,-6.984
133,3,37,907.197,289.924,0,8.8,222.234,202.753,NA,12.233,NA,10.886,-2.355
134,3,38,914.127,287.614,0,23,229.54,209.546,NA,7.305,NA,-18.435,-29.32
135,3,39,922.444,287.152,0,21.8,237.869,217.832,NA,8.329,NA,-3.18,15.255
136,3,40,928.45,285.304,0,42.8,244.153,223.761,NA,6.284,NA,-17.103,-13.923
137,3,41,934.918,283.918,0,37.1,250.768,230.182,NA,6.615,NA,-12.095,5.008
138,3,42,939.539,275.139,0,52.8,260.689,234.723,NA,9.92,NA,-62.241,-50.147
139,3,43,946.007,271.443,0,121.5,268.139,241.255,NA,7.45,NA,-29.745,32.497
140,3,44,947.393,270.981,0,17.1,269.6,242.652,NA,1.461,NA,-18.435,11.31
141,3,45,952.938,269.595,0,52.1,275.315,248.235,NA,5.715,NA,-14.036,4.399
142,3,46,957.558,269.133,0,172.9,279.958,252.867,NA,4.643,NA,-5.711,8.326
143,3,47,959.868,269.595,0,85.6,282.314,255.162,NA,2.356,NA,11.31,17.021
144,3,48,964.026,272.829,0,24,287.582,259.24,NA,5.268,NA,37.875,26.565
