Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],α [deg],Δα [deg]
31,2,10,658.649,353.58,0,23,30.289,30.195,NA,5.604,NA,180,0
32,2,11,656.898,353.229,0,18.4,32.075,31.967,NA,1.786,NA,-168.69,11.31
33,2,12,652.695,353.58,0,13.9,36.293,36.137,NA,4.218,NA,175.236,-16.074
34,2,13,650.594,353.229,0,19.7,38.423,38.256,NA,2.131,NA,-170.538,14.226
35,2,14,643.238,353.93,0,19.7,45.812,45.566,NA,7.389,NA,174.56,-14.903
36,2,15,638.685,354.28,0,21.7,50.378,50.106,NA,4.567,NA,175.601,1.042
37,2,16,634.132,354.28,0,22.7,54.932,54.657,NA,4.553,NA,180,4.399
38,2,17,631.68,354.63,0,22.7,57.408,57.101,NA,2.477,NA,171.87,-8.13
39,2,18,625.375,354.63,0,24,63.713,63.404,NA,6.305,NA,180,8.13
40,2,19,617.67,354.63,0,29.6,71.418,71.109,NA,7.706,NA,180,0
41,2,20,608.914,354.28,0,23.8,80.182,79.87,NA,8.763,NA,-177.709,2.291
42,2,21,604.711,353.93,0,24,84.399,84.079,NA,4.218,NA,-175.236,2.473
43,3,1,666.705,289.133,0,57.4,0,0,NA,NA,NA,NA,NA
44,3,2,665.654,288.433,0,85.3,1.263,1.263,NA,1.263,NA,-146.31,NA
45,3,3,663.203,288.433,0,169.5,3.715,3.572,NA,2.452,NA,180,-33.69
46,3,4,661.451,288.433,0,148.4,5.466,5.3,NA,1.751,NA,180,0
47,3,5,659.7,288.433,0,141.1,7.217,7.04,NA,1.751,NA,180,0
48,3,6,656.198,288.433,0,148.2,10.72,10.531,NA,3.503,NA,180,0
49,3,7,651.995,287.732,0,183.4,14.981,14.777,NA,4.261,NA,-170.538,9.462
50,3,8,649.193,286.681,0,174.9,17.973,17.683,NA,2.993,NA,-159.444,11.094
51,3,9,644.99,285.981,0,192.7,22.234,21.943,NA,4.261,NA,-170.538,-11.094
52,3,10,642.538,285.631,0,168.3,24.711,24.42,NA,2.477,NA,-171.87,-1.332
53,3,11,640.086,285.631,0,174.1,27.163,26.849,NA,2.452,NA,180,-8.13
54,3,12,636.934,286.681,0,151.8,30.485,29.872,NA,3.323,NA,161.565,-18.435
55,3,13,633.081,286.681,0,182.9,34.338,33.713,NA,3.853,NA,180,18.435
56,3,14,628.177,288.433,0,159.2,39.545,38.534,NA,5.207,NA,160.346,-19.654
57,3,15,623.274,288.433,0,219,44.449,43.437,NA,4.904,NA,180,19.654
58,3,16,618.721,288.783,0,177.8,49.015,47.986,NA,4.567,NA,175.601,-4.399
59,3,17,612.416,288.083,0,164.9,55.359,54.299,NA,6.343,NA,-173.66,10.739
60,3,18,605.061,285.981,0,148.5,63.008,61.725,NA,7.65,NA,-164.055,9.605
61,3,19,597.355,283.179,0,122.9,71.208,69.605,NA,8.199,NA,-160.017,4.038
62,3,21,583.695,276.524,0,172.7,86.402,83.962,NA,15.195,NA,-154.026,5.991
