Nr,TID,PID,x [cm],y [cm],t [sec],I [val],Len [cm],D2S [cm],D2R [cm],D2P [cm],v [cm/sec],? [deg],?? [deg]
46,2,5,614.76,285.393,0,154.8,7.594,6.409,NA,0.964,NA,26.565,105.255
47,2,6,616.484,285.393,0,156.6,9.318,7.175,NA,1.724,NA,0,-26.565
48,2,7,616.915,288.411,0,148.8,12.367,5.262,NA,3.048,NA,81.87,81.87
49,2,8,616.915,291.429,0,118.8,15.385,4.311,NA,3.018,NA,90,8.13
50,2,9,616.915,294.015,0,119.7,17.971,5.028,NA,2.587,NA,90,0
51,2,10,618.208,295.309,0,114.1,19.8,6.816,NA,1.829,NA,45,-45
52,2,11,619.502,296.171,0,149.2,21.355,8.371,NA,1.554,NA,33.69,-11.31
53,2,12,621.657,295.309,0,140.8,23.676,9.85,NA,2.322,NA,-21.801,-55.491
54,2,13,623.382,290.135,0,150.1,29.129,10.855,NA,5.453,NA,-71.565,-49.764
55,2,14,626.399,290.135,0,133.9,32.147,13.856,NA,3.018,NA,0,71.565
56,2,15,630.279,289.273,0,136.2,36.122,17.806,NA,3.975,NA,-12.529,-12.529
57,2,16,632.004,289.704,0,127.9,37.899,19.476,NA,1.778,NA,14.036,26.565
58,2,17,635.022,290.567,0,126.7,41.038,22.434,NA,3.139,NA,15.945,1.909
59,2,18,638.039,290.998,0,125.8,44.086,25.439,NA,3.048,NA,8.13,-7.815
60,2,19,641.919,293.153,0,138.5,48.525,29.366,NA,4.439,NA,29.055,20.925
61,2,20,645.799,293.153,0,167.8,52.405,33.24,NA,3.88,NA,0,-29.055
62,2,21,650.11,293.153,0,141,56.716,37.546,NA,4.311,NA,0,0
63,2,22,656.146,291.86,0,154.8,62.888,43.544,NA,6.173,NA,-12.095,-12.095
64,2,23,659.164,291.429,0,166.6,65.937,46.56,NA,3.048,NA,-8.13,3.965
65,2,24,664.768,290.998,0,149.8,71.558,52.166,NA,5.621,NA,-4.399,3.731
66,2,25,673.821,294.878,0,144.5,81.407,61.314,NA,9.85,NA,23.199,27.597
67,2,26,677.27,294.878,0,147.7,84.856,64.758,NA,3.449,NA,0,-23.199
68,2,27,678.995,294.015,0,158.3,86.784,66.441,NA,1.928,NA,-26.565,-26.565
69,2,28,680.288,291.86,0,187.3,89.298,67.685,NA,2.514,NA,-59.036,-32.471
70,2,29,681.581,290.135,0,133,91.453,68.989,NA,2.156,NA,-53.13,5.906
71,2,30,687.186,286.687,0,156.9,98.034,74.732,NA,6.581,NA,-31.608,21.523
72,2,31,693.652,282.376,0,172.4,105.806,81.552,NA,7.772,NA,-33.69,-2.083
73,2,32,700.119,284.531,0,159.5,112.622,87.786,NA,6.816,NA,18.435,52.125
74,2,33,710.897,284.531,0,152.7,123.4,98.534,NA,10.778,NA,0,-18.435
75,2,34,717.794,282.376,0,122.1,130.627,105.579,NA,7.227,NA,-17.354,-17.354
76,2,35,727.71,282.376,0,137.1,140.542,115.461,NA,9.915,NA,0,17.354
77,2,36,740.212,281.082,0,137.1,153.111,128.027,NA,12.569,NA,-5.906,-5.906
78,2,37,748.834,281.944,0,144.3,161.776,136.56,NA,8.665,NA,5.711,11.617
79,2,38,758.749,281.944,0,144.1,171.692,146.453,NA,9.915,NA,0,-5.711
80,2,39,768.234,282.376,0,144.1,181.186,155.893,NA,9.494,NA,2.603,2.603
81,2,40,775.132,285.393,0,160.6,188.715,162.64,NA,7.529,NA,23.629,21.027
82,3,1,600.102,237.54,0,99.6,0,0,NA,NA,NA,NA,NA
83,3,2,600.102,236.247,0,84.8,1.293,1.293,NA,1.293,NA,-90,NA
84,3,3,600.102,232.367,0,187.1,5.173,5.173,NA,3.88,NA,-90,0
85,3,4,600.102,231.074,0,194.1,6.467,6.467,NA,1.293,NA,-90,0
86,3,5,600.964,231.074,0,109,7.329,6.524,NA,0.862,NA,0,90
87,3,6,600.964,231.074,0,109,7.329,6.524,NA,0,NA,0,0
88,3,7,600.964,231.074,0,146.2,7.329,6.524,NA,0,NA,0,0
89,3,8,600.964,232.367,0,160.5,8.622,5.245,NA,1.293,NA,90,90
90,3,9,601.826,234.954,0,62.6,11.349,3.109,NA,2.727,NA,71.565,-18.435
91,3,10,601.826,236.678,0,117,13.073,1.928,NA,1.724,NA,90,18.435
92,3,11,602.257,237.54,0,51,14.037,2.156,NA,0.964,NA,63.435,-26.565
93,3,12,603.982,237.109,0,58,15.815,3.904,NA,1.778,NA,-14.036,-77.471
94,3,13,605.275,236.247,0,50.7,17.369,5.333,NA,1.554,NA,-33.69,-19.654
95,3,14,606.137,235.385,0,90.4,18.588,6.409,NA,1.219,NA,-45,-11.31
96,3,15,607.431,235.816,0,7,19.952,7.529,NA,1.363,NA,18.435,63.435
97,3,16,608.724,237.109,0,69.4,21.781,8.633,NA,1.829,NA,45,26.565
98,3,17,610.017,238.403,0,88,23.61,9.953,NA,1.829,NA,45,0
99,3,18,612.604,241.42,0,69.1,27.584,13.09,NA,3.975,NA,49.399,4.399
100,3,19,614.76,244.007,0,100.5,30.951,16.021,NA,3.367,NA,50.194,0.796
101,3,20,617.777,247.025,0,34.4,35.219,20.059,NA,4.268,NA,45,-5.194
102,3,21,622.088,247.456,0,130.1,39.552,24.119,NA,4.333,NA,5.711,-39.289
103,3,22,628.124,247.887,0,21.4,45.603,29.871,NA,6.051,NA,4.086,-1.625
104,3,23,635.884,245.731,0,149.5,53.656,36.707,NA,8.054,NA,-15.524,-19.61
105,3,24,641.919,243.145,0,127.4,60.223,42.191,NA,6.566,NA,-23.199,-7.674
106,3,25,653.128,239.265,0,84.3,72.084,53.054,NA,11.861,NA,-19.093,4.105
107,3,26,662.181,234.954,0,128.9,82.111,62.133,NA,10.027,NA,-25.463,-6.37
108,3,27,671.666,229.349,0,159.2,93.128,72.031,NA,11.016,NA,-30.579,-5.116
109,3,28,678.132,225.038,0,153.2,100.9,79.026,NA,7.772,NA,-33.69,-3.111
110,3,29,686.323,219.865,0,137.6,110.588,88.015,NA,9.688,NA,-32.276,1.414
111,3,30,693.652,214.261,0,107.5,119.814,96.403,NA,9.226,NA,-37.405,-5.13
112,3,31,698.825,210.812,0,80,126.031,102.278,NA,6.218,NA,-33.69,3.715
113,3,32,705.723,207.363,0,43.9,133.743,109.848,NA,7.712,NA,-26.565,7.125
114,3,33,710.897,204.345,0,151.1,139.732,115.661,NA,5.989,NA,-30.256,-3.691
115,3,34,719.95,203.914,0,61.7,148.796,124.476,NA,9.064,NA,-2.726,27.53
116,3,35,725.554,205.207,0,14.9,154.548,129.552,NA,5.752,NA,12.995,15.721
117,3,36,729.865,207.363,0,15.7,159.368,133.226,NA,4.82,NA,26.565,13.57
118,3,37,733.314,209.087,0,119.6,163.224,136.217,NA,3.856,NA,26.565,0
119,3,38,742.367,214.261,0,177.6,173.651,144.158,NA,10.427,NA,29.745,3.18
120,3,39,748.834,219.434,0,185.7,181.932,149.83,NA,8.281,NA,38.66,8.915
121,3,40,754.869,226.332,0,125.2,191.097,155.173,NA,9.165,NA,48.814,10.154
