Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	α [deg]	Δα [deg]
327	2	73	850.329	405.634	0	247.8	136.448	20.434	NA	3.005	NA	180	-11.31
328	2	74	850.329	405.634	0	200.4	136.448	20.434	NA	0	NA	0	-180
329	2	75	850.329	405.634	0	208.4	136.448	20.434	NA	0	NA	0	0
330	2	76	853.333	404.131	0	33.7	139.807	20.156	NA	3.359	NA	-26.565	-26.565
331	2	77	859.343	404.131	0	185.9	145.816	18.277	NA	6.009	NA	0	26.565
332	2	78	860.845	401.127	0	185.2	149.176	21.086	NA	3.359	NA	-63.435	-63.435
333	2	79	859.343	401.127	0	60.7	150.678	21.246	NA	1.502	NA	180	-116.565
334	2	80	859.343	401.127	0	40.7	150.678	21.246	NA	0	NA	0	-180
335	2	81	862.347	401.127	0	187.6	153.683	21.033	NA	3.005	NA	0	0
336	2	82	863.85	396.62	0	185.4	158.434	25.584	NA	4.751	NA	-71.565	-71.565
337	2	83	862.347	396.62	0	39.7	159.936	25.54	NA	1.502	NA	180	-108.435
338	2	84	863.85	395.117	0	42	162.061	27.084	NA	2.125	NA	-45	135
339	2	85	863.85	395.117	0	50	162.061	27.084	NA	0	NA	0	45
340	2	86	868.357	395.117	0	119.5	166.568	27.702	NA	4.507	NA	0	0
341	2	87	868.357	395.117	0	52.6	166.568	27.702	NA	0	NA	0	0
342	2	88	868.357	395.117	0	44	166.568	27.702	NA	0	NA	0	0
343	2	89	868.357	395.117	0	99	166.568	27.702	NA	0	NA	0	0
344	2	90	868.357	395.117	0	103.5	166.568	27.702	NA	0	NA	0	0
345	2	91	872.864	390.61	0	187.6	172.941	33.256	NA	6.374	NA	-45	-45
346	2	92	868.357	392.113	0	46.7	177.692	30.642	NA	4.751	NA	161.565	-153.435
347	2	93	868.357	392.113	0	48	177.692	30.642	NA	0	NA	0	-161.565
348	2	94	869.859	393.615	0	38.4	179.817	29.516	NA	2.125	NA	45	45
349	2	95	871.362	393.615	0	38.6	181.319	29.934	NA	1.502	NA	0	-45
350	2	96	872.864	393.615	0	69.5	182.822	30.42	NA	1.502	NA	0	0
351	2	97	872.864	393.615	0	42	182.822	30.42	NA	0	NA	0	0
352	2	98	877.371	395.117	0	195.6	187.572	30.935	NA	4.751	NA	18.435	18.435
353	2	99	875.869	395.117	0	164.2	189.075	30.234	NA	1.502	NA	180	161.565
354	2	100	875.869	395.117	0	190.6	189.075	30.234	NA	0	NA	0	-180
355	2	101	871.362	396.62	0	45.2	193.826	27.084	NA	4.751	NA	161.565	161.565
356	2	102	871.362	396.62	0	56.9	193.826	27.084	NA	0	NA	0	-161.565
357	2	103	871.362	396.62	0	50.9	193.826	27.084	NA	0	NA	0	0
358	2	104	874.366	399.624	0	220	198.075	25.54	NA	4.249	NA	45	45
359	2	105	875.869	398.122	0	189.5	200.2	27.579	NA	2.125	NA	-45	-90
360	2	106	875.869	398.122	0	204.8	200.2	27.579	NA	0	NA	0	45
361	2	107	874.366	396.62	0	209.5	202.324	28.227	NA	2.125	NA	-135	-135
362	2	108	866.854	396.62	0	207.5	209.836	25.935	NA	7.512	NA	180	-45
363	2	109	860.845	395.117	0	55.8	216.03	27.084	NA	6.194	NA	-165.964	14.036
364	2	110	856.338	389.108	0	58.3	223.542	33.594	NA	7.512	NA	-126.87	39.094
365	2	111	856.338	389.108	0	58.4	223.542	33.594	NA	0	NA	0	126.87
366	2	112	851.831	389.108	0	63.1	228.049	34.684	NA	4.507	NA	180	180
367	2	113	850.329	389.108	0	63.1	229.551	35.169	NA	1.502	NA	180	0
368	2	114	848.826	389.108	0	62.7	231.054	35.71	NA	1.502	NA	180	0
369	2	115	848.826	389.108	0	59.2	231.054	35.71	NA	0	NA	0	-180
370	2	116	847.324	389.108	0	179.1	232.556	36.306	NA	1.502	NA	180	180
371	2	117	845.822	389.108	0	230.4	234.058	36.953	NA	1.502	NA	180	0
372	2	118	845.822	389.108	0	232.9	234.058	36.953	NA	0	NA	0	-180
373	2	119	845.822	389.108	0	224.8	234.058	36.953	NA	0	NA	0	0
374	2	120	851.831	387.606	0	66.4	240.253	36.119	NA	6.194	NA	-14.036	-14.036
375	2	121	851.831	387.606	0	60.6	240.253	36.119	NA	0	NA	0	14.036
376	2	122	854.836	387.606	0	62.8	243.258	35.361	NA	3.005	NA	0	0
377	2	123	856.338	387.606	0	63.1	244.76	35.073	NA	1.502	NA	0	0
378	2	124	862.347	387.606	0	124.6	250.769	34.554	NA	6.009	NA	0	0
379	2	125	862.347	387.606	0	60.4	250.769	34.554	NA	0	NA	0	0
380	2	126	859.343	381.596	0	57.8	257.488	40.675	NA	6.719	NA	-116.565	-116.565
381	2	127	859.343	381.596	0	58.3	257.488	40.675	NA	0	NA	0	116.565
382	2	128	859.343	381.596	0	62.7	257.488	40.675	NA	0	NA	0	0
383	2	129	854.836	378.592	0	50.8	262.905	44.211	NA	5.417	NA	-146.31	-146.31
384	2	130	854.836	378.592	0	54.7	262.905	44.211	NA	0	NA	0	146.31
385	2	131	850.329	374.085	0	56	269.279	49.555	NA	6.374	NA	-135	-135
386	2	132	842.817	372.582	0	52	276.939	53.286	NA	7.66	NA	-168.69	-33.69
387	2	133	836.808	372.582	0	139.6	282.949	55.769	NA	6.009	NA	180	-11.31
388	2	134	835.305	372.582	0	34.8	284.451	56.473	NA	1.502	NA	180	0
389	2	135	835.305	369.577	0	63.7	287.456	59.128	NA	3.005	NA	-90	90
390	2	136	835.305	369.577	0	58.5	287.456	59.128	NA	0	NA	0	90
391	2	137	829.296	368.075	0	51.3	293.65	63.384	NA	6.194	NA	-165.964	-165.964
392	2	138	829.296	368.075	0	51.3	293.65	63.384	NA	0	NA	0	165.964
393	2	139	829.296	363.568	0	65.3	298.157	67.271	NA	4.507	NA	-90	-90
394	2	140	830.798	363.568	0	63.9	299.659	66.546	NA	1.502	NA	0	90
395	2	141	832.3	362.066	0	65.1	301.784	67.187	NA	2.125	NA	-45	-45
396	2	142	836.808	362.066	0	148	306.291	65.296	NA	4.507	NA	0	45
397	2	143	836.808	362.066	0	65.3	306.291	65.296	NA	0	NA	0	0
398	2	144	839.812	362.066	0	184.2	309.296	64.18	NA	3.005	NA	0	0
399	2	145	841.315	362.066	0	182	310.798	63.668	NA	1.502	NA	0	0
400	2	146	839.812	356.056	0	58.2	316.992	69.839	NA	6.194	NA	-104.036	-104.036
401	2	147	844.319	356.056	0	85.4	321.499	68.518	NA	4.507	NA	0	104.036
402	2	148	845.822	356.056	0	137.4	323.002	68.138	NA	1.502	NA	0	0
403	2	149	845.822	356.056	0	70	323.002	68.138	NA	0	NA	0	0
404	2	150	841.315	350.047	0	68.4	330.514	75.117	NA	7.512	NA	-126.87	-126.87
405	2	151	841.315	350.047	0	56.7	330.514	75.117	NA	0	NA	0	126.87
406	2	152	841.315	350.047	0	53.6	330.514	75.117	NA	0	NA	0	0
407	2	153	841.315	350.047	0	53.6	330.514	75.117	NA	0	NA	0	0
408	2	154	838.31	350.047	0	55.9	333.518	76.013	NA	3.005	NA	180	180
409	2	155	838.31	350.047	0	57.1	333.518	76.013	NA	0	NA	0	-180
410	2	156	841.315	350.047	0	55.8	336.523	75.117	NA	3.005	NA	0	0
411	2	157	842.817	351.549	0	58.3	338.648	73.262	NA	2.125	NA	45	45
412	2	158	847.324	353.052	0	57.9	343.398	70.722	NA	4.751	NA	18.435	-26.565
413	2	159	850.329	353.052	0	60.5	346.403	70.145	NA	3.005	NA	0	-18.435
414	2	160	853.333	353.052	0	181.7	349.408	69.693	NA	3.005	NA	0	0
415	2	161	853.333	353.052	0	181.9	349.408	69.693	NA	0	NA	0	0
416	2	162	853.333	350.047	0	173.2	352.412	72.674	NA	3.005	NA	-90	-90
417	2	163	851.831	348.545	0	52.2	354.537	74.362	NA	2.125	NA	-135	-45
418	2	164	851.831	348.545	0	57.2	354.537	74.362	NA	0	NA	0	135
419	2	165	844.319	348.545	0	43.7	362.049	75.79	NA	7.512	NA	180	180
420	2	166	844.319	348.545	0	48.8	362.049	75.79	NA	0	NA	0	-180
421	2	167	830.798	348.545	0	238.5	375.57	80.091	NA	13.521	NA	180	180
422	2	168	829.296	348.545	0	125.8	377.072	80.694	NA	1.502	NA	180	0
423	2	169	826.291	348.545	0	45.2	380.077	81.971	NA	3.005	NA	180	0
424	2	170	823.286	348.545	0	44.9	383.082	83.336	NA	3.005	NA	180	0
425	2	171	820.282	348.545	0	46.4	386.086	84.786	NA	3.005	NA	180	0
426	2	172	815.775	348.545	0	40.8	390.593	87.11	NA	4.507	NA	180	0
427	2	173	815.775	348.545	0	50.1	390.593	87.11	NA	0	NA	0	-180
428	2	174	812.77	348.545	0	48.8	393.598	88.753	NA	3.005	NA	180	180
429	2	175	808.263	348.545	0	38.4	398.105	91.347	NA	4.507	NA	180	0
430	2	176	805.258	348.545	0	43.1	401.11	93.158	NA	3.005	NA	180	0
431	2	177	805.258	345.54	0	49.7	404.115	95.55	NA	3.005	NA	-90	90
432	2	178	805.258	345.54	0	42.1	404.115	95.55	NA	0	NA	0	90
433	2	179	803.756	345.54	0	41.9	405.617	96.455	NA	1.502	NA	180	180
434	2	180	803.756	344.038	0	42.6	407.119	97.653	NA	1.502	NA	-90	90
435	2	181	809.765	333.521	0	61.8	419.232	103.061	NA	12.112	NA	-60.255	29.745
436	2	182	809.765	341.033	0	46.6	426.743	96.677	NA	7.512	NA	90	150.255
437	2	183	812.77	336.526	0	48	432.16	98.95	NA	5.417	NA	-56.31	-146.31
438	2	184	814.272	336.526	0	45	433.662	98.206	NA	1.502	NA	0	56.31
439	2	185	815.775	336.526	0	52.4	435.165	97.479	NA	1.502	NA	0	0
440	2	186	815.775	336.526	0	52.4	435.165	97.479	NA	0	NA	0	0
441	2	187	811.268	332.019	0	48.7	441.539	103.608	NA	6.374	NA	-135	-135
442	2	188	811.268	330.516	0	47.4	443.041	104.917	NA	1.502	NA	-90	45
443	2	189	809.765	329.014	0	46.4	445.166	106.962	NA	2.125	NA	-135	-45
444	2	190	809.765	323.005	0	51.5	451.175	112.235	NA	6.009	NA	-90	45
445	2	191	805.258	323.005	0	52.6	455.682	114.415	NA	4.507	NA	180	-90
446	2	192	799.249	323.005	0	183	461.692	117.529	NA	6.009	NA	180	0
447	2	193	794.742	320	0	151.5	467.108	122.504	NA	5.417	NA	-146.31	33.69
448	2	194	790.235	318.498	0	53.8	471.859	126.278	NA	4.751	NA	-161.565	-15.255
449	2	195	784.225	318.498	0	44.1	477.869	129.803	NA	6.009	NA	180	-18.435
450	2	196	775.211	318.498	0	46.8	486.883	135.42	NA	9.014	NA	180	0
451	2	197	770.704	318.498	0	46.8	491.39	138.363	NA	4.507	NA	180	0
452	2	198	764.695	316.995	0	44.1	497.584	143.512	NA	6.194	NA	-165.964	14.036
453	2	199	764.695	313.991	0	48.1	500.589	145.728	NA	3.005	NA	-90	75.964
454	2	200	770.704	306.479	0	51.3	510.208	147.582	NA	9.62	NA	-51.34	38.66
455	2	201	775.211	306.479	0	47	514.715	144.827	NA	4.507	NA	0	51.34
456	2	202	775.211	304.977	0	56	516.218	146.029	NA	1.502	NA	-90	-90
457	2	203	770.704	301.972	0	54.4	521.635	151.141	NA	5.417	NA	-146.31	-56.31
458	2	204	770.704	298.967	0	55.8	524.639	153.541	NA	3.005	NA	-90	56.31
459	2	205	769.202	295.962	0	57.1	527.999	156.85	NA	3.359	NA	-116.565	-26.565
460	2	206	767.7	295.962	0	58.3	529.501	157.746	NA	1.502	NA	180	-63.435
461	2	207	767.7	292.958	0	59.5	532.506	160.16	NA	3.005	NA	-90	90
462	2	208	767.7	292.958	0	58.3	532.506	160.16	NA	0	NA	0	90
463	2	209	772.207	292.958	0	61.8	537.013	157.539	NA	4.507	NA	0	0
464	2	210	772.207	285.446	0	66.3	544.524	163.756	NA	7.512	NA	-90	-90
465	2	211	778.216	283.944	0	62.8	550.719	161.808	NA	6.194	NA	-14.036	75.964
466	2	212	778.216	280.939	0	65.3	553.724	164.382	NA	3.005	NA	-90	-75.964
467	2	213	772.207	277.934	0	73.3	560.442	170.077	NA	6.719	NA	-153.435	-63.435
468	2	214	769.202	277.934	0	66.5	563.447	171.689	NA	3.005	NA	180	-26.565
469	2	215	763.192	277.934	0	73.5	569.456	175.022	NA	6.009	NA	180	0
470	2	216	763.192	277.934	0	66.5	569.456	175.022	NA	0	NA	0	-180
471	2	217	763.192	277.934	0	67.8	569.456	175.022	NA	0	NA	0	0
472	2	218	764.695	273.427	0	66.3	574.207	177.925	NA	4.751	NA	-71.565	-71.565
473	2	219	767.7	273.427	0	65.3	577.212	176.294	NA	3.005	NA	0	71.565
474	2	220	773.709	271.925	0	62.8	583.406	174.434	NA	6.194	NA	-14.036	-14.036
475	2	221	773.709	270.423	0	60.4	584.909	175.73	NA	1.502	NA	-90	-75.964
476	2	222	773.709	268.92	0	65.3	586.411	177.029	NA	1.502	NA	-90	0
477	2	223	775.211	267.418	0	61.8	588.536	177.589	NA	2.125	NA	-45	45
478	2	224	775.211	267.418	0	61.8	588.536	177.589	NA	0	NA	0	45
479	2	225	776.714	267.418	0	57	590.038	176.856	NA	1.502	NA	0	0
480	2	226	775.211	264.413	0	57.9	593.397	180.213	NA	3.359	NA	-116.565	-116.565
481	2	227	769.202	264.413	0	58.5	599.407	183.194	NA	6.009	NA	180	-63.435
482	2	228	755.681	264.413	0	102.1	612.928	190.425	NA	13.521	NA	180	0
483	2	229	751.174	264.413	0	74.8	617.435	192.986	NA	4.507	NA	180	0
484	2	230	748.169	264.413	0	61.5	620.439	194.732	NA	3.005	NA	180	0
485	2	231	742.16	264.413	0	67.7	626.449	198.316	NA	6.009	NA	180	0
486	2	232	740.657	258.404	0	73.6	632.643	204.021	NA	6.194	NA	-104.036	75.964
487	2	233	740.657	256.901	0	70.7	634.146	205.229	NA	1.502	NA	-90	14.036
488	2	234	736.15	255.399	0	70.7	638.896	209.129	NA	4.751	NA	-161.565	-71.565
489	2	235	734.648	255.399	0	78.7	640.399	210.039	NA	1.502	NA	180	-18.435
490	2	236	734.648	255.399	0	73.6	640.399	210.039	NA	0	NA	0	-180
491	2	237	733.146	255.399	0	70.7	641.901	210.955	NA	1.502	NA	180	180
492	2	238	731.643	255.399	0	73.2	643.403	211.879	NA	1.502	NA	180	0
493	2	239	731.643	255.399	0	72.1	643.403	211.879	NA	0	NA	0	-180
494	2	240	727.136	249.39	0	89.5	650.915	219.389	NA	7.512	NA	-126.87	-126.87
495	2	241	727.136	249.39	0	84.7	650.915	219.389	NA	0	NA	0	126.87
496	2	242	731.643	247.887	0	77.7	655.666	217.84	NA	4.751	NA	-18.435	-18.435
497	2	243	731.643	247.887	0	78.7	655.666	217.84	NA	0	NA	0	18.435
498	2	244	734.648	247.887	0	77.7	658.671	216.051	NA	3.005	NA	0	0
499	2	245	739.155	244.883	0	78.7	664.087	215.878	NA	5.417	NA	-33.69	-33.69
500	2	246	746.667	243.38	0	73.1	671.748	212.942	NA	7.66	NA	-11.31	22.38
501	2	247	745.164	243.38	0	81.7	673.25	213.761	NA	1.502	NA	180	-168.69
502	2	248	745.164	241.878	0	85.7	674.753	215.019	NA	1.502	NA	-90	90
503	2	249	743.662	240.376	0	81.7	676.877	217.098	NA	2.125	NA	-135	-45
504	2	250	743.662	240.376	0	85.7	676.877	217.098	NA	0	NA	0	135
505	2	251	739.155	235.869	0	84.7	683.251	223.34	NA	6.374	NA	-135	-135
506	2	252	731.643	234.366	0	91.7	690.912	228.801	NA	7.66	NA	-168.69	-33.69
507	2	253	733.146	234.366	0	82.7	692.414	227.946	NA	1.502	NA	0	168.69
508	2	254	733.146	234.366	0	82.6	692.414	227.946	NA	0	NA	0	0
509	2	255	727.136	234.366	0	82.7	698.423	231.405	NA	6.009	NA	180	180
